Ticket_ID,Customer_ID,Account_ID,Loan_ID,Branch_Name,Issue_Category,Description,Date_Opened,Date_Closed,Priority,Status,Resolution_Remarks,Support_Agent,Channel,Customer_Rating
T00580,C0209,A0170,442,"Smith, Mcdonald and Johnson Branch",KYC Update Required,Client raised kyc update required.,2018-08-17,,Critical,Escalated,KYC documents verified.,Vansha Sood,In-person,1
T00581,C0340,A1562,297,Thomas-Calhoun Branch,Debit Card Delivery Delay,Client raised debit card delivery delay.,2017-08-19,2017-08-31,Low,Open,Escalated to technical team.,Udyati Mody,Mobile App,3
T00582,C0244,A6467,350,Sullivan and Sons Branch,Interest Rate Dispute,System detected interest rate dispute.,2021-04-10,2021-04-16,Critical,In Progress,Issue resolved successfully.,Niharika Aggarwal,Mobile App,2
T00583,C0460,A4267,493,Coleman-Riggs Branch,Cheque Bounce,System detected cheque bounce.,2016-06-07,2016-07-04,High,Resolved,Loan schedule updated.,Advik Bhagat,In-person,5
T00584,C0059,A5129,,"Thompson, Cooper and King Branch",UPI Payment Failed,Customer reported upi payment failed.,2018-07-16,2018-08-01,Critical,Open,Pending customer verification.,Ranveer Roy,Email,2
T00585,C0028,A3001,,"Pratt, Perkins and Garcia Branch",Loan Payment Delay,System detected loan payment delay.,2016-10-31,2016-11-14,Low,Escalated,Escalated to technical team.,Gabriel Mutti,Mobile App,4
T00586,C0082,A8078,,Garcia-Watkins Branch,Account Access Issue,System detected account access issue.,2016-08-29,2016-09-01,Medium,In Progress,KYC documents verified.,Udyati Mody,In-person,5
T00587,C0159,A9596,,"Lee, Escobar and Torres Branch",Unauthorized Transaction,System detected unauthorized transaction.,2015-01-17,2015-02-05,Low,In Progress,Refund processed.,Veda Samra,Email,3
T00588,C0010,A0426,,Gutierrez PLC Branch,Debit Card Delivery Delay,Customer reported debit card delivery delay.,2022-08-19,2022-08-31,High,In Progress,Issue resolved successfully.,Chaitaly Vaidya,Mobile App,4
T00589,C0494,A7440,,Chapman-Goodman Branch,Loan Foreclosure,Client raised loan foreclosure.,2015-01-24,2015-01-26,Critical,Resolved,KYC documents verified.,Ekapad Jhaveri,Phone,2
T00590,C0316,A0798,350,Friedman-Martin Branch,Interest Rate Dispute,System detected interest rate dispute.,2015-08-16,2015-09-03,Medium,In Progress,Refund processed.,Wriddhish Mangal,Mobile App,1
T00591,C0122,A0337,141,Adkins Inc Branch,UPI Payment Failed,Customer reported upi payment failed.,2023-09-28,2023-10-19,Low,Resolved,Card replaced and activated.,Aarnav Sangha,Mobile App,3
T00592,C0181,A9888,119,"Mcbride, Leonard and Brown Branch",Interest Rate Dispute,System detected interest rate dispute.,2016-01-29,,Critical,Resolved,Loan schedule updated.,Vansha Sood,Mobile App,1
T00593,C0468,A6923,,Richardson-Griffith Branch,Card Not Working,Client raised card not working.,2019-11-14,2019-11-17,High,Escalated,KYC documents verified.,Harish Anne,Phone,4
T00594,C0170,A8639,20,Powell-Schwartz Branch,EMI Auto-debit Failed,Client raised emi auto-debit failed.,2019-11-27,2019-12-23,High,In Progress,Loan schedule updated.,Lavanya Hans,In-person,5
T00595,C0302,A0782,,Gutierrez-Nolan Branch,KYC Update Required,Customer reported kyc update required.,2020-10-03,2020-10-17,Critical,Closed,Refund processed.,Wishi Chhabra,In-person,3
T00596,C0303,A9594,,Johnson Group Branch,Account Frozen,Customer reported account frozen.,2015-03-08,2015-03-30,Medium,Escalated,Issue resolved successfully.,Chaitaly Vaidya,Mobile App,3
T00597,C0480,A5144,,Clark Inc Branch,Interest Rate Dispute,Customer reported interest rate dispute.,2020-01-17,2020-01-26,Medium,In Progress,Issue resolved successfully.,Ekapad Jhaveri,In-person,1
T00598,C0270,A7108,427,Murphy-Johnston Branch,Interest Rate Dispute,Client raised interest rate dispute.,2016-04-22,2016-05-13,Critical,Resolved,Loan schedule updated.,Advik Bhagat,In-person,4
T00599,C0144,A4959,121,"Herrera, Rollins and Hill Branch",Card Not Working,Customer reported card not working.,2015-02-26,2015-03-25,Low,In Progress,Card replaced and activated.,Wriddhish Sarraf,Phone,2
T00600,C0076,A7140,24,Peterson-Graves Branch,EMI Auto-debit Failed,Customer reported emi auto-debit failed.,2023-08-19,2023-09-04,Critical,Escalated,Card replaced and activated.,Ria Ghose,Mobile App,5
